label,thresholds,f1_most
No Finding,0.36683417085427134,0.73540485
Atelectasis,0.1457286432160804,0.3021736
Consolidation,0.11557788944723618,0.17764416
Infiltration,0.21105527638190955,0.3678562
Pneumothorax,0.09045226130653267,0.22778346
Edema,0.10050251256281408,0.17322835
Emphysema,0.05527638190954774,0.12366035
Fibrosis,0.035175879396984924,0.06723716
Effusion,0.19095477386934673,0.42818427
Pneumonia,0.035175879396984924,0.05914787
Pleural_Thickening,0.07035175879396985,0.1568
Cardiomegaly,0.11055276381909548,0.16454622
Nodule,0.08542713567839195,0.13654147
Mass,0.11055276381909548,0.19522265
Hernia,0.01507537688442211,0.025
