label,thresholds,f1_most
No Finding,-1e-07,0.69510317
Atelectasis,0.19095477386934673,0.20971124
Consolidation,0.05025125628140704,0.10758215
Infiltration,0.1457286432160804,0.3120441
Pneumothorax,0.020100502512562814,0.0934403
Edema,0.02512562814070352,0.06754772
Emphysema,0.020100502512562814,0.045827527
Fibrosis,0.005025125628140704,0.032596145
Effusion,0.08040201005025126,0.28132892
Pneumonia,0.02512562814070352,0.028152492
Pleural_Thickening,0.010050251256281407,0.0598372
Cardiomegaly,0.02512562814070352,0.049491655
Nodule,0.020100502512562814,0.108443394
Mass,0.01507537688442211,0.09942363
Hernia,-1e-07,0.0039166813
