label,thresholds,f1_most
No Finding,0.09045226130653267,0.7355695
Atelectasis,0.18090452261306533,0.30961707
Consolidation,0.10552763819095477,0.19575371
Infiltration,0.3768844221105528,0.357528
Pneumothorax,0.19597989949748743,0.27218935
Edema,0.21608040201005024,0.20152883
Emphysema,0.11055276381909548,0.10907541
Fibrosis,0.07537688442211055,0.067168504
Effusion,0.24623115577889448,0.47971255
Pneumonia,0.05025125628140704,0.07008086
Pleural_Thickening,0.12562814070351758,0.15484515
Cardiomegaly,0.20603015075376885,0.3031641
Nodule,0.15577889447236182,0.1319209
Mass,0.19095477386934673,0.21112311
Hernia,0.010050251256281407,0.012578616
