label,thresholds,f1_most
No Finding,0.33668341708542715,0.74073815
Atelectasis,0.20603015075376885,0.32148236
Consolidation,0.135678391959799,0.1882298
Infiltration,0.21105527638190955,0.37790054
Pneumothorax,0.09547738693467336,0.23367319
Edema,0.135678391959799,0.18386915
Emphysema,0.04522613065326633,0.116722785
Fibrosis,0.05527638190954774,0.060606062
Effusion,0.2864321608040201,0.46034354
Pneumonia,0.06030150753768844,0.06391926
Pleural_Thickening,0.09045226130653267,0.17399439
Cardiomegaly,0.22613065326633167,0.2725451
Nodule,0.07035175879396985,0.15718038
Mass,0.08542713567839195,0.2114054
Hernia,-1e-07,0.0033834921
