label,thresholds,f1_most
No Finding,0.09045226130653267,0.72634727
Atelectasis,0.20603015075376885,0.30810535
Consolidation,0.1306532663316583,0.21177714
Infiltration,0.3768844221105528,0.35195228
Pneumothorax,0.22613065326633167,0.25587043
Edema,0.17587939698492464,0.22497933
Emphysema,0.10050251256281408,0.12969035
Fibrosis,0.07035175879396985,0.07596068
Effusion,0.2663316582914573,0.46679047
Pneumonia,0.035175879396984924,0.059790734
Pleural_Thickening,0.10050251256281408,0.13557288
Cardiomegaly,0.2914572864321608,0.3164983
Nodule,0.12060301507537688,0.12604547
Mass,0.1507537688442211,0.18555817
Hernia,0.020100502512562814,0.019704433
