label,thresholds,f1_most
No Finding,-1e-07,0.6987001
Atelectasis,0.08542713567839195,0.18890181
Consolidation,0.04020100502512563,0.082783446
Infiltration,-1e-07,0.29540098
Pneumothorax,0.04020100502512563,0.11013645
Edema,0.010050251256281407,0.03920539
Emphysema,0.020100502512562814,0.04445711
Fibrosis,0.01507537688442211,0.03343233
Effusion,0.04020100502512563,0.21791863
Pneumonia,-1e-07,0.02510018
Pleural_Thickening,0.02512562814070352,0.06301079
Cardiomegaly,0.005025125628140704,0.051504042
Nodule,0.05527638190954774,0.11572905
Mass,0.05025125628140704,0.10172792
Hernia,-1e-07,0.0041831695
