label,thresholds,f1_most
No Finding,0.36683417085427134,0.73258394
Atelectasis,0.1407035175879397,0.29163167
Consolidation,0.09045226130653267,0.19408329
Infiltration,0.21608040201005024,0.3669742
Pneumothorax,0.135678391959799,0.24914406
Edema,0.10552763819095477,0.1614654
Emphysema,0.06532663316582915,0.106681034
Fibrosis,0.02512562814070352,0.05034325
Effusion,0.20603015075376885,0.43617687
Pneumonia,0.04020100502512563,0.059160307
Pleural_Thickening,0.08542713567839195,0.1345066
Cardiomegaly,0.11055276381909548,0.19714285
Nodule,0.09045226130653267,0.13566063
Mass,0.135678391959799,0.1814319
Hernia,0.010050251256281407,0.014010508
