label,thresholds,f1_most
No Finding,0.07035175879396985,0.73613906
Atelectasis,0.2663316582914573,0.30961096
Consolidation,0.1407035175879397,0.18299975
Infiltration,0.3316582914572864,0.32778108
Pneumothorax,0.25125628140703515,0.26800805
Edema,0.16080402010050251,0.20405494
Emphysema,0.1457286432160804,0.1355674
Fibrosis,0.08040201005025126,0.088921286
Effusion,0.31155778894472363,0.46085674
Pneumonia,0.04522613065326633,0.060544904
Pleural_Thickening,0.11557788944723618,0.1595179
Cardiomegaly,0.35678391959798994,0.28722468
Nodule,0.08542713567839195,0.12403296
Mass,0.1708542713567839,0.19994925
Hernia,0.02512562814070352,0.03
