label,thresholds,f1_most
No Finding,0.3015075376884422,0.7403358
Atelectasis,0.16080402010050251,0.32996434
Consolidation,0.1306532663316583,0.18945312
Infiltration,0.24623115577889448,0.38154724
Pneumothorax,0.15577889447236182,0.2640076
Edema,0.15577889447236182,0.18717828
Emphysema,0.12060301507537688,0.14981818
Fibrosis,0.035175879396984924,0.0754717
Effusion,0.24120603015075376,0.47162598
Pneumonia,0.06030150753768844,0.074679114
Pleural_Thickening,0.09547738693467336,0.15894686
Cardiomegaly,0.1507537688442211,0.29596412
Nodule,0.08040201005025126,0.14769231
Mass,0.09547738693467336,0.22630835
Hernia,0.010050251256281407,0.023529412
