label,thresholds,f1_most
No Finding,0.34673366834170855,0.73096275
Atelectasis,0.1658291457286432,0.30896127
Consolidation,0.11055276381909548,0.17945242
Infiltration,0.1708542713567839,0.3657447
Pneumothorax,0.1407035175879397,0.23035316
Edema,0.11055276381909548,0.17866667
Emphysema,0.09045226130653267,0.12982126
Fibrosis,0.03015075376884422,0.053913455
Effusion,0.18592964824120603,0.41511443
Pneumonia,0.035175879396984924,0.054997817
Pleural_Thickening,0.09547738693467336,0.15082824
Cardiomegaly,0.08040201005025126,0.18759018
Nodule,0.08542713567839195,0.13748047
Mass,0.12562814070351758,0.1989975
Hernia,0.010050251256281407,0.013504389
