label,thresholds,f1_most
No Finding,0.3015075376884422,0.72363865
Atelectasis,0.39195979899497485,0.2970267
Consolidation,0.32160804020100503,0.18380266
Infiltration,0.4371859296482412,0.33877888
Pneumothorax,0.37185929648241206,0.22700912
Edema,0.31155778894472363,0.1699029
Emphysema,0.2914572864321608,0.11175682
Fibrosis,0.25125628140703515,0.055853922
Effusion,0.40703517587939697,0.37918642
Pneumonia,0.23115577889447236,0.0580225
Pleural_Thickening,0.3065326633165829,0.16204315
Cardiomegaly,0.2964824120603015,0.13844715
Nodule,0.2964824120603015,0.11016649
Mass,0.3316582914572864,0.18247166
Hernia,0.16080402010050251,0.025477707
